Observed,Predicted
1.4835270137995125,1.5624550866545752
1.4352167307383903,1.5654257607343303
1.5603615988218709,1.4655760409237828
1.6063008398122964,1.504944507249292
1.5336691191255911,1.5094220516253158
1.66135017645245,1.665356340124096
1.6264228553313858,1.5500799614194058
1.5545666737506088,1.7439316305276538
1.4679925432589582,1.7562067531384502
1.4510486246699223,1.4242291487329677
1.4775283843739897,1.3468177664449978
1.497840803478435,1.5670840005148707
1.5981020765047385,1.4714809955514412
1.5428392416868495,1.5914384223543825
1.61208477063013,1.5778317598655307
1.6278595524574817,1.6196276032338768
1.5890287451328098,1.7193770525053729
1.6298778432321386,1.5817173485985143
1.6261076697690868,1.705961186013602
1.6730120852890062,1.5110974981759357
1.569822460649144,1.7545740289009981
1.308618059711955,1.4801880137864754
1.3684460795535098,1.2273279214884494
0.6171219548648925,0.6952800423429129
0.5721984695670379,0.609548001020185
0.7508969923964515,0.6729517565279528
0.0909025081035026,0.35388835187882445
-0.0373770100706432,0.11406724303879749
-0.2401774807771096,-0.37559660272066964
-0.3084862987673922,-0.2782948363648232
-0.6862125395978577,-0.3676556715469225
-0.4286229052940715,-0.6171809122628752
-0.801126929239716,-0.7746893052376617
-0.7799060083673147,-0.7106127091438472
-0.5475020744703721,-0.7815968500132292
-0.7020356327216823,-0.7923720719826751
-0.7841631057291246,-0.8529428908536395
-0.7849460070835667,-0.7730672806277848
-0.7117411672386301,-0.6698373111601787
-0.6026275881070127,-0.6364535198721466
-0.7514185909191652,-0.8091750533851659
-0.9002095937313177,-0.7476204628822586
-0.6648504041057739,-0.5719680158266981
-0.6143023695212373,-0.6455275249031097
-0.6332496557474878,-0.6237122158144411
-0.5228954492939742,-0.650232605883314
-0.9063292601011972,-0.5558308145734394
-0.6793640484911639,-0.8528945975626786
-1.023180459254846,-0.7674676516015826
-0.6167409898537787,-0.8173839496898753
-0.3628078519088199,-0.5684399326858003
-0.4220478292040799,-0.4734476077712318
-0.4775261872376193,-0.41565653685538073
-0.6147612034694093,-0.5036413226220914
-0.5514563598413303,-0.43623955722033275
-0.4460167312294396,-0.4423067920076384
-0.16542902607898702,-0.31174263873279845
-0.119171656475504,-0.1803815553902931
-0.3088234375061923,-0.12724188009883447
-0.373850130078006,-0.2898501619915764
-0.4259171085075031,-0.3765717608192461
-0.5114537848145431,-0.3145660354726098
-0.5969904611215832,-0.5582617368708688
-0.5767032994531344,-0.6082299281618406
-0.7146801656480776,-0.5677091379988074
-0.7656642402035688,-0.6803277754752678
-0.6314740312764112,-0.6594367586298354
-0.7923822440499982,-0.6866680943591068
-0.7516592348829898,-0.772654015398271
-0.4839191629310577,-0.6101233321123719
-1.0473660219512435,-0.6332838415842997
-0.8800775635808534,-1.078682069501402
-1.0275707513170236,-0.8310802698434588
-1.1000407124987202,-1.0115721943395146
-1.205323455313175,-1.056213085427795
-0.8359220423293001,-1.0094542457096924
-0.9907971214507852,-0.9399619675503585
-0.9273495920687492,-0.9119616888203799
-0.9249505681924292,-0.8758891155338484
-0.8896962966878954,-1.0103059647851453
-1.1217972932207358,-1.0474067831980205
-0.8526657386975821,-0.9606378851643976
-1.1055284844793285,-0.9571619165458911
-1.2904737673949935,-1.0657836681860833
-0.9691959555090246,-1.1434056200859763
-1.1035855599942928,-1.0294830962725872
-1.023135792330777,-0.908000271747082
-0.8002206599591315,-0.9542055894467757
-0.4896940389063547,-0.7008014400760726
-0.6308227161679634,-0.5249740810561266
-0.0813345175814797,-0.010806702040747473
0.5509235001953106,0.42356802065707555
1.0409786972734958,0.9459237378076424
1.0023002304369368,1.0652050054491242
1.216106863906434,1.1117908770632159
1.2305381442851284,1.2480098017659882
1.4405235569830683,1.4668295181018822
1.6106568077638914,1.7160029531463943
1.491188612993262,1.3308602065356399
1.5947288460563362,1.4257539353326798
1.6112133084751128,1.5290928717396057
1.4487887772604129,1.5986569930518397
1.5468207552872029,1.3736344261245026
1.3405318106392374,1.6149337225500515
1.4758616017074675,1.4719710615911807
1.5193952405214803,1.3943701258916692
1.5598880371439263,1.5136643570080262
1.538402711994432,1.5283036704819621
1.4706159642265444,1.5601690998468476
1.3626336269019088,1.5383232791560526
1.221241254731722,1.2564214249663106
1.4846854537838847,1.2767624847624512
1.3811138554498266,1.2759003013002073
1.4267606750602848,1.5416205822073294
1.361843896468897,1.2479289099922142
1.353387534833806,1.2529233963192516
1.2977965161503098,1.3946390382864498
1.0003303120911644,1.1628739072504082
0.8309756405352782,0.6495821634442643
-0.0679745106766767,-0.04755497965041157
-0.5449374313037313,-0.50874905297905
-0.817399207283958,-0.8662773694717187
-0.9850860007257116,-1.2558276406105018
-1.3252183977073635,-1.299182573873523
-0.8799526271526109,-1.1609554873194896
-1.026943877490201,-1.185802749730536
-0.8492927797189185,-1.0032153675486548
-1.1840088572166343,-0.953992956997694
-1.11332094214152,-1.1845903261626958
-1.0148397834259677,-1.0798772153256195
-1.2446934526372728,-1.0411049543471558
-0.992097417889088,-1.0333108299475817
-1.2135366018291154,-1.0532637270052043
-0.9309570263791458,-1.0646456498052963
-0.909311939351705,-0.8058246254352638
-0.6835412387830552,-0.8603100872085976
-0.5608155863531417,-0.5162042799277592
-0.6640046421987057,-0.7181344515685444
-0.7709305534848019,-0.6506230951166337
-0.6293052385996228,-0.690855299609043
-0.6402260065628117,-0.7956612042036791
-0.4031802245789787,-0.6737944750562601
-0.5868481115185451,-0.7590960594181319
-0.4770368936096876,-0.6882478129041928
-0.8674573715852263,-0.6749371246252667
-0.9704235826498192,-0.7738747231749055
-0.6937402059205097,-0.7357152307216739
-0.8022196512733666,-0.9135648655751314
0.1337170963469424,0.045797703741221885
-0.094174801188885,-0.09956921776633099
0.012696015371506698,0.04758709564544693
0.1293113523843349,0.15654373009997624
0.2624197079226453,0.1804850696673711
0.11323166868479141,0.331726870941959
0.0310413132982576,0.06937083745438911
-0.0097388103620899,0.08588775924496721
0.1690473469947138,-0.07039391757766267
0.0526098406899938,0.018556967666622348
0.1877821330005855,0.007163468890185674
-0.0723034767792039,-0.15387494821744874
-0.3094385739681416,-0.25221755698358966
-0.3559893591452944,-0.3338532740289777
-0.582156720708862,-0.27458018080230323
-0.4993591611048374,-0.5191868576063453
-0.9192606317220448,-0.8373154284328089
-1.1859165470324573,-0.9435409584923796
-1.1861628568602691,-1.0223205967817384
-0.9609486673546904,-1.2366110109519266
-1.1232461243608558,-1.1685482299815728
-1.5247056666630818,-1.1596347119573267
-1.052790627338079,-1.041856496280165
-0.9983802687432818,-1.1078693618408737
-1.064534394636702,-1.0175653386266905
-0.5863946523320368,-0.9267383466733246
-0.827273047643131,-0.8087170128128142
-0.9917560147111524,-0.8134119990835789
-0.7538198044474936,-0.9026050350886091
-0.9523218753721914,-0.9489709488087982
-1.3312401300188057,-1.2221563430140745
-1.5426563575260677,-1.2958048100369561
-1.019184386423893,-1.4405949808078156
-1.1169469316812812,-1.3121333856357962
-1.2600851649456162,-1.219622297278039
-0.8824532024449782,-0.7693092057954554
-0.0168457298776154,-0.6627910006246551
0.008685226289480999,0.25137199557053536
-0.1557573600045643,0.04745377563464703
0.170226361848692,0.02178996034766932
1.2176522336802378,0.9211546998338468
1.331815612078136,1.3757914031108955
1.1667518636894716,1.2582037328787024
1.2930901082358053,1.2312897783453576
1.3388116582419087,1.3183960314774603
1.5802361398016267,1.4621111790075927
1.5850350320581756,1.5914170033140804
1.5966445447539006,1.4427013073699453
1.402839222108047,1.5258397581695777
1.4863242736571096,1.5078099695549445
1.593676856627307,1.4815190246316816
1.5918673549221642,1.5781986888876798
1.6393538067395714,1.6650588250303124
1.5921827896387333,1.6359621833399702
1.508141536978617,1.5395744429821347
1.5553922904080386,1.4708254039235007
1.584554620626642,1.5923680342638327
1.5862059662154355,1.4534499366931128
1.501073652172589,1.4976013401243466
1.551425410597466,1.5393576461164655
1.620927450141782,1.526451665455076
1.4620527196452917,1.461743670503848
1.4672886988576863,1.3524276788337908
1.300345388292918,1.1974309670673835
1.0435752275109982,1.1407461375190773
0.6488618131932955,1.125736280330143
0.2541483988755928,0.2507983660299332
-0.554417810446869,-0.017421386145277773
-0.7224931487819627,-1.0421107505786613
-0.7922673324776158,-1.0128792458017812
-1.3947395898468742,-1.3100677174235835
-1.3614128439159825,-1.270822131837207
-1.0082729851250372,-0.8937448492355353
-0.8384682151960402,-1.0978706239170941
-0.8986205560278946,-0.8940420299090422
-0.9234056313240804,-0.8740212944056933
-1.0465371253777516,-0.9385835869660054
-1.0245554826838763,-0.941822078790488
-0.5851861276540006,-0.988277431576373
-0.7648234486349386,-0.8262266260768982
-0.6211793221602163,-0.7337075077175271
-1.0670207205535798,-0.7983619582508426
-0.7640349114891957,-0.8245623378111713
-0.2736234049432851,-0.4042025966143242
-1.071991020485668,-0.6724161338903609
-0.6118073237630536,-0.8531679182898857
-0.3929660860403206,-0.443218879372605
-0.7115470998364563,-0.7162525050708226
-0.7488286472991859,-0.7568681347015395
-0.9178613327077836,-0.7320492326305532
-0.6770119036450548,-0.8596010976975992
-0.9171819034246648,-0.6595200373438513
-0.6345144852846779,-0.7599922285994732
-0.5300458370011716,-0.5110173307530157
-0.16956712135855512,-0.20170277584915897
-0.19260626453582913,-0.2225011284413025
0.2700759544508454,0.0633598517126658
0.926137912566638,0.5164747938374127
0.7963711870270153,0.8395682399834378
0.6311996629653912,0.7336852660377527
0.987068694456313,0.7578294579659767
0.6475050441237409,0.9007718520801652
0.5179421217693928,0.7233116679449801
0.4407535528618821,0.6385220105570517
0.6822696067906208,0.42138731979380506
0.4228825813949301,0.43593801915894875
0.2867727274925242,0.23715212475060826
0.1852598638487985,0.16609579089110832
0.2820740454103982,0.08769428159970089
-0.1295440819082344,0.11909042027306387
-0.3948051286452057,-0.32968942699233994
0.0995976761577173,-0.20080723716392584
-0.4504449763066846,-0.15701635452027374
-0.2831195359502433,-0.36031866952490865
-0.4101308122516334,-0.5665108314673827
-0.8219268348764752,-0.6930261244884544
-0.8416519089120836,-0.6605721643725584
-0.7870250627264869,-0.6273542805242727
-0.7849227083073906,-0.8078156994627887
-0.8459657411650614,-0.7449527923909399
-0.9636324955216008,-0.6920613229113086
-0.7808759137380002,-0.8373003368097608
-0.9455286714245956,-0.7554631059756212
-0.769611428506474,-0.7856349120353034
-0.7516351421747237,-0.7262558978770186
-0.8310006103584381,-0.7265860288056905
-0.913332114451691,-0.9289978781750587
-0.7192507039215735,-0.8865657951281516
-0.6946415286256553,-0.724098817184967
-0.6124782234633248,-0.5674252621579092
-0.3235129485235776,-0.30592558371362744
-0.6212837528878509,-0.34384775471456674
-0.2347165783640482,-0.3179723981692883
0.2681389698608963,0.12003409779200137
-0.0208506376046895,0.11796214911549839
0.9747545113769989,0.6735314716027575
1.1969110035190458,1.0433339724988484
1.529374567053072,1.3639375875742283
1.3688503676930015,1.58413423647552
1.32951785853711,1.5516592095685677
1.608212050217789,1.719114906533172
1.428467525729922,1.3548295359535838
1.7169631097718938,1.5058404013466953
1.53996339792387,1.6757060080302963
1.541890744396685,1.5252909159622785
1.569893049181708,1.5238481242455926
1.7045032271469145,1.6642487331839222
1.6397490069422491,1.653915259517451
1.5179756882571993,1.7275945441126361
1.6303123472600012,1.4392134634054237
1.5818506800743044,1.5909294551298132
1.5162684124956984,1.6112130049426936
1.7250680003743035,1.633901420933861
1.5309776011480252,1.6957037233189047
1.6271584584859586,1.5485849182472573
1.7539323599814267,1.6289551041717603
1.6932956719217396,1.7185360968266294
1.5092857258120405,1.7653458919094116
1.6160207007975405,1.5617674968713988
1.5561925219886923,1.3175700033582598
0.9860182299512612,1.2749252669627171
0.5661248349344294,0.7026185907454996
0.1726441383027847,0.13728107157057218
-0.4814185776741269,-0.4410993011539322
-0.7508721518296325,-0.5563568812376073
-0.6535870128102121,-0.8045307296304028
-0.7014442874704857,-0.9308443183768645
-0.939003368030788,-0.8761357289052781
-0.9010373672335472,-0.9751650579769442
-0.6992295147172874,-0.8604693259761059
-1.0368359520908152,-0.8170321293850991
-0.8654106979318426,-1.093932787859887
-1.0289687703498858,-0.9677000930821448
-0.7542895166992383,-0.8927238814348859
-1.0155390931280872,-0.9020073833531994
-0.8347249434030009,-0.727821383288769
-1.014940411387809,-0.8757064098255255
-0.5958500743476177,-0.9472567855735697
-0.753631312106201,-0.3863919959535803
-0.5607266425593899,-0.5725535472689594
-0.5475200913373632,-0.6244097765259754
-0.5808089024954258,-0.6700052061818783
-0.7710183096938181,-0.6526934587386564
-0.4915137882000277,-0.5144913185362764
-0.8140100011782451,-0.6299640599877796
-0.7861629500785581,-0.7214556169228027
-0.7115188039391536,-0.6696157220430643
-0.5431583890046601,-0.6705628801859989
-0.6876692800338086,-0.49618487191256716
-0.3603932757467409,-0.43993389779512154
-0.1394864551603777,-0.14827573609388672
-0.0865198241697935,-0.18653543694351088
-0.2493057676760655,-0.1088819224258715
0.21967909037084987,-0.08503413533770882
0.4522345344657219,0.1823478494806297
0.1563649784557795,0.1667597518472434
0.15144302955866967,0.15693668328053578
0.14652108066156,0.1723943733632995
0.14159913176445027,0.0663179697126109
0.1073269961431066,0.056691334389324416
-0.0687783342180226,-0.051119937413827296
0.0352422561134368,-0.030131373257296864
-0.0762419720214091,0.03306930919996733
-0.15416271251928204,-0.17692748941024894
-0.4450760345337122,-0.21912373376291605
-0.1575497860635442,-0.18792146840693602
-0.0317158058390124,-0.09967745243988027
-0.3155165357405314,-0.1701107613317468
-0.7426101362927205,-0.6512351692212999
-0.6394767856412309,-0.7227472777898981
-0.7749081635959972,-0.6630277668925952
-0.564624304177455,-0.7293609917117279
-0.6983441039980967,-0.7613957067227195
-0.9597254520316202,-0.9429378106779479
-0.914246989728972,-0.8850141790959115
-1.0617133743234135,-0.9350027258004173
-0.8385652362543015,-0.8528561300252744
-0.6346847512738019,-0.8225395664783711
-0.8204824195430414,-0.8710083611841416
-0.6122696826339631,-0.738464135775732
-0.6602951401111392,-0.7286009621716197
-0.7077488503001981,-0.7653187257325893
-0.9532886703146952,-1.057292637651798
-1.039684324756627,-1.0698402571032841
-0.9235137025450348,-1.1305998498003087
-1.045683822617327,-1.058966673723903
-1.0409766833243548,-0.9005625472002282
-0.6879315437656318,-0.8458102637595508
-0.3346860374698908,-0.522910315991705
-0.5247086060732179,-0.38601723347619454
0.14990545474848738,0.16793873672901471
0.1035186122309719,0.17175281268664422
0.8423327197337555,0.6320671891000224
1.009705828017401,1.0717489733258012
1.2688375575383235,0.9775209630258455
1.2572023475399403,1.319625168779062
1.245567137541557,1.292518346394579
1.4276239437001643,1.020986966468005
1.4631410129468752,1.4964151865157236
1.3357939462919564,1.464603938678849
1.5444329357440654,1.441781636676848
1.6040763571517305,1.5464343220479408
1.696628757222478,1.7710580546261845
1.8325936701448584,1.7927210143963712
1.7391598573734546,1.7979997326547748
1.85435864804282,1.7083746527794494
1.8743485958369888,1.8033447121550839
1.9361613432577327,1.8698476066350256
1.685406597204716,1.7583580081404613
1.7079059861717905,1.6776153505231641
1.7128723715057683,1.7919794406096388
1.627760252372613,1.6012538175712023
1.658472384601751,1.6097921304592995
1.7483252039630492,1.6859255452046107
1.7464624919323708,1.607958987247758
1.604232298040911,1.5720609425900673
1.5220796638209295,1.4644645931047267
0.993229434229179,1.317335729495873
0.12097571380983331,0.379824597755494
0.351223956070295,-0.1101030823879731
-0.6057962892847785,-0.6184386278301387
-0.8437137366778041,-0.8992399754524236
-1.1141340908403292,-1.2286913355007698
-1.2637692495422248,-1.1893039745567586
-1.0571010242953331,-1.085362077480626
-1.047415294447647,-1.1584827835523768
-1.15342982647366,-1.169497587914542
-0.67872904005949,-1.0851080985605108
-0.9930332070288204,-0.9644989121022871
-1.030962607790189,-1.077846058299254
-1.141581840783848,-1.0259136499980122
-1.2800907203230554,-0.9792586417377523
-0.3320385922755403,-0.6560190643995291
-0.8528618758404329,-0.6301080651548028
-0.5402000798161216,-0.7022442008711552
-0.3924437945308696,-0.38677804568457064
-0.585862158190837,-0.40581759563744685
-0.7792805218508044,-0.6360741725607125
-0.8470398242979154,-0.5641304784418015
-0.5332790415585,-0.6261453786788382
-0.3684338870402206,-0.5042681656884694
-0.5873430943959368,-0.5762299806284166
-0.5376554078146016,-0.48135864553902796
-0.4896330102773776,-0.6625269660073484
-0.5614422635862584,-0.4640366461591653
-0.49599004890382,-0.3461135770680032
-0.20740286834745414,-0.11291523080025236
-0.3425341093915386,-0.2338468199352567
-0.0149808628917609,-0.21186383072875542
0.11140684543172498,0.030599823189942532
0.04067810232668599,-0.04857743134177048
0.0282746790675681,0.10909526879118052
-0.2236307802967391,-0.02783380424470823
-0.22594042832977412,-0.20821915000759517
-0.15458075401476123,-0.13165208869452283
-0.1380483691000581,-0.17604423683556036
-0.1085813775658803,-0.13546976738737568
-0.0791143860317026,-0.14980939564997958
0.0973129823240164,0.05947483886649714
-0.0514074796243586,0.06419811671097858
-0.23861731680282944,-0.2760541614426678
-0.1897036283179821,-0.16186631796552564
-0.2680058620783046,-0.2036708200030708
-0.3212981271913122,-0.19354251057493016
-0.2999878815933037,-0.27795595598709083
-0.7810846460057893,-0.5255228845158464
-0.8721930942989223,-0.7735382797467956
-0.7413752239023631,-0.7710418497013191
-0.7655299960716601,-0.7515035673695933
-0.8772249551873608,-0.7261982596613735
-0.7353282652774502,-0.7504000397658127
-0.8672675570784584,-0.7261299991709209
-0.8084844660401269,-0.7244911660474714
-0.5718448036232503,-0.6295663985179284
-0.5658724216808162,-0.5328757501172133
-0.6823253624373631,-0.6217679146278384
-0.6616886926373455,-0.6578098001654696
-1.096527845600789,-1.014120540670499
-1.063341824886685,-1.0929560957867035
-0.962683120918866,-0.9322720765456783
-0.8620244169510468,-1.0604602115900421
-1.2345667802706923,-0.9652512125981763
-0.9112653600285412,-0.9135531573608447
-0.8977600729057544,-0.7672096999132041
-0.7157956347157479,-0.6332024370950986
-0.5338311965257413,-0.49447442923709684
-0.2750562578059889,-0.32572946654266655
-0.151926385309038,-0.11426004665371083
0.7208863473894198,0.43244674125961086
0.7805811712166548,0.7657976674435988
